release_month,english,developer,publisher,required_age,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
Sep,1,Traveller's Tales,Warner Bros. Interactive Entertainment,0,0,1050,242,490,716,200000-500000,14.99
May,1,"Monolith Productions, Inc.;Timegate",Warner Bros. Interactive Entertainment,18,0,6371,438,389,498,1000000-2000000,35.96
Jun,1,Day 1 Studios,Warner Bros. Interactive Entertainment,18,50,5349,2030,310,298,1000000-2000000,12.99
Jun,1,TT Games,Warner Bros. Interactive Entertainment,0,0,1672,460,518,989,200000-500000,9.99
Jul,1,Capcom,Capcom,0,0,649,247,20,30,200000-500000,6.49
Jul,1,Capcom,Capcom,18,0,453,287,15,16,200000-500000,6.49
Sep,1,Capcom,Capcom,18,70,9250,1618,868,532,1000000-2000000,13.99
Feb,1,Ubisoft  Shanghaï,Ubisoft,0,0,276,108,384,655,100000-200000,8.59
Jul,1,Techland,Ubisoft,0,0,1121,232,13,13,200000-500000,8.59
Oct,1,2D BOY,2D BOY,0,8,3455,237,194,277,1000000-2000000,6.99
Nov,1,TaleWorlds Entertainment,TaleWorlds Entertainment,0,0,3205,291,415,597,1000000-2000000,7.99
Jan,1,Frictional Games,Frictional Games,0,0,1396,79,188,189,200000-500000,0
Mar,1,Frictional Games,Frictional Games,0,0,1660,164,37,43,500000-1000000,0
Apr,1,ACE Team,ACE Team,0,22,1980,356,307,307,200000-500000,6.99
Sep,1,ACE Team,SEGA,0,19,2604,244,235,231,200000-500000,6.99
Oct,1,Bethesda Game Studios,Bethesda Softworks,0,0,9921,2709,588,617,500000-1000000,7.99
Dec,1,Rebellion,Bethesda Softworks,0,45,466,240,29,29,50000-100000,3.99
Jun,1,Bethesda Game Studios,Bethesda Softworks,0,0,9571,540,1135,1183,1000000-2000000,12.99
Jun,1,Bethesda Game Studios,Bethesda Softworks,0,0,13827,826,1307,630,1000000-2000000,12.99
May,1,Splash Damage,Bethesda Softworks,0,43,3493,2331,181,99,1000000-2000000,0
Dec,1,Bethesda Game Studios,Bethesda Softworks,0,0,17742,4495,1242,1076,2000000-5000000,14.99
Oct,1,Obsidian Entertainment,Bethesda Softworks,18,75,66756,3149,2485,1431,2000000-5000000,7.99
Jun,1,inXile Entertainment,Bethesda Softworks,0,0,498,213,28,28,100000-200000,3.99
Aug,1,Team17 Digital Ltd,Team17 Digital Ltd,0,61,2478,430,327,420,500000-1000000,14.99
Jun,1,Team17 Software Ltd.,Team17 Digital Ltd,0,13,776,307,7,7,200000-500000,6.99
Sep,1,Team17 Digital Ltd,Team17 Digital Ltd,0,13,478,226,96,96,200000-500000,6.99
Nov,1,Team17 Digital Ltd,Team17 Digital Ltd,0,13,242,90,1,1,200000-500000,6.99
Nov,1,"Square Enix;PopCap Games, Inc.",Square Enix,0,0,124,113,73,73,100000-200000,3.99
Nov,1,Haemimont Games,Kalypso Media Digital,0,0,191,45,102,102,100000-200000,7.99
Dec,1,Paradox Development Studio,Paradox Interactive,0,0,123,52,4975,4975,50000-100000,7.99
Mar,1,Haemimont Games,Kalypso Media Digital,0,0,354,138,319,319,200000-500000,6.99
Nov,1,Haemimont Games,Kalypso Media Digital,0,0,1338,176,291,425,1000000-2000000,7.99
Dec,1,"Vicious Cycle Software, Inc.","D3Publisher of America, Inc.",0,50,731,95,253,380,50000-100000,6.99
Apr,1,Infinite Interactive,Strategy First,0,0,139,102,175,175,100000-200000,10.99
Sep,1,Dovetail Games,Dovetail Games - Trains,0,1165,8573,5336,287,385,1000000-2000000,34.99
Nov,1,Daybreak Game Company,Daybreak Game Company,0,169,10138,2654,2990,3851,2000000-5000000,0
Oct,1,OVERKILL Software,Daybreak Game Company,18,56,34645,2533,444,248,2000000-5000000,10.99
Nov,1,NeocoreGames,Paradox Interactive,0,0,307,113,6,6,200000-500000,7.99
Dec,1,"Bit Blot, LLC","Bit Blot, LLC",0,27,1008,133,48,64,200000-500000,6.99
Sep,1,NeocoreGames,Paradox Interactive,0,0,13,20,13,13,50000-100000,3.99
Jan,1,NeocoreGames,Paradox Interactive,0,23,188,169,46,46,100000-200000,7.99
Jun,1,N3V Games,N3V Games,0,50,498,364,31,31,100000-200000,7.19
Jun,1,EA - Maxis,Electronic Arts,0,0,1943,453,1905,2286,500000-1000000,9.99
Mar,1,Criterion Games,Electronic Arts,0,0,9739,1487,431,576,1000000-2000000,9.99
Jul,1,EA - Maxis;Aspyr (Mac),Electronic Arts;Aspyr (Mac),0,0,3110,959,228,289,1000000-2000000,9.99
Nov,1,EA Los Angeles,Electronic Arts,0,0,2292,295,646,693,500000-1000000,9.99
Oct,1,EA Los Angeles,Electronic Arts,0,0,1449,362,136,205,1000000-2000000,9.99
Oct,1,EA Los Angeles,Electronic Arts,0,0,1725,461,28,28,200000-500000,9.99
Oct,1,Slightly Mad Studios,Electronic Arts,0,0,1101,415,339,456,200000-500000,9.99
Mar,1,DICE,Electronic Arts,0,0,23093,3877,1200,671,2000000-5000000,14.99
Jan,1,BioWare,Electronic Arts,0,0,10675,542,1087,736,1000000-2000000,19.99
Oct,1,Wolfire Games,Wolfire Games,0,0,3200,1315,777,1365,500000-1000000,22.99
Oct,1,Wolfire Games,Wolfire Games,0,0,321,98,13,13,100000-200000,7.99
Sep,1,Playbrains,Playbrains,0,17,198,38,54,54,50000-100000,3.99
Feb,1,Paradox Development Studio,Paradox Interactive,0,0,1191,245,736,1065,200000-500000,9.99
Feb,1,Black Sea Studios Ltd,Paradox Interactive,0,0,1018,89,35,35,100000-200000,7.49
Apr,1,1C:InoCo,1C Entertainment,0,0,76,29,27,27,50000-100000,3.99
Aug,1,Paradox Development Studio,Paradox Interactive,0,0,3298,992,809,1364,500000-1000000,7.99
May,1,1C Entertainment,1C Entertainment,0,0,1290,139,356,368,200000-500000,4.99
Jul,1,BattleGoat Studios,BattleGoat Studios,0,0,138,36,400,400,50000-100000,6.99
Sep,1,Cyberlore,Paradox Interactive,0,0,326,20,72,72,100000-200000,7.99
Mar,1,Twisted Pixel Games,Twisted Pixel Games,0,15,161,36,14,14,50000-100000,8.99
Apr,1,Number None,Number None,0,12,6529,386,178,251,1000000-2000000,10.99
May,1,Kloonigames,Kloonigames,0,0,668,109,20,26,500000-1000000,15.99
Mar,1,Tale of Tales,Tale of Tales,0,0,502,177,49,64,100000-200000,6.99
Jul,1,Zombie Studios,Ignition Entertainment,0,12,132,209,129,193,50000-100000,0.79
Feb,1,Mousechief,Mousechief,0,0,111,63,105,105,100000-200000,14.99
Feb,1,Llamasoft LTD,Llamasoft LTD,0,0,36,9,9,9,20000-50000,5.99
Apr,1,DnS Development,DnS Development,0,260,91,94,10,10,20000-50000,1.69
Jul,1,DnS Development,DnS Development,0,28,206,406,82,82,50000-100000,4.79
Aug,1,IO Interactive,Square Enix,18,59,2822,1919,282,301,500000-1000000,7.99
Jun,1,Erik Svedäng,Erik Svedäng,0,0,96,28,9,9,20000-50000,3.99
Aug,1,Hemisphere Games,Hemisphere Games,0,11,857,105,27,27,500000-1000000,6.99
Mar,1,Elecorn,Elecorn,0,0,3277,868,120,160,200000-500000,0.99
Jul,1,Telltale Games,Telltale Games,0,0,1574,214,69,110,500000-1000000,3.99
Oct,1,Black Jacket Studios,Black Jacket Studios,0,28,81,45,91,173,20000-50000,6.99
Jul,1,LucasArts,LucasArts;Lucasfilm;Disney Interactive,0,0,121,32,97,194,100000-200000,4.79
Jul,1,LucasArts,LucasArts;Lucasfilm;Disney Interactive,0,0,306,41,14,28,100000-200000,4.79
Jul,1,LucasArts,LucasArts;Lucasfilm;Disney Interactive,0,0,221,235,6,8,500000-1000000,4.79
Jul,1,LucasArts,LucasArts;Lucasfilm;Disney Interactive,0,0,2156,115,58,94,500000-1000000,7.19
Sep,1,BioWare;Aspyr (Mac),LucasArts;Aspyr (Mac);Disney Interactive;Lucasfilm,0,0,11569,1590,660,400,2000000-5000000,7.19
Sep,1,LucasArts,LucasArts;Lucasfilm;Disney Interactive,0,0,777,315,141,221,1000000-2000000,4.79
Sep,1,LucasArts,LucasArts;Lucasfilm;Disney Interactive,0,0,366,192,30,30,500000-1000000,2.09
Sep,1,LucasArts,LucasArts;Lucasfilm;Disney Interactive,0,0,1501,171,99,101,1000000-2000000,4.79
Oct,1,Krome Studios,LucasArts;Lucasfilm;Disney Interactive,0,0,166,279,2,2,500000-1000000,15.49
Dec,1,LucasArts;Aspyr Studios,LucasArts;Aspyr (Mac);Lucasfilm;Disney Interactive,0,0,2287,1389,195,175,1000000-2000000,15.49
Nov,1,Traveller's Tales;Feral Interactive (Mac),LucasArts;Lucasfilm;Disney Interactive;Feral Interactive (Mac),0,0,3033,256,243,266,500000-1000000,15.49
May,1,Petroglyph,LucasArts;Lucasfilm;Disney Interactive,0,0,6526,396,395,219,1000000-2000000,15.49
Nov,1,Aspyr Studios,LucasArts;Lucasfilm;Disney Interactive,0,0,1880,1348,249,365,1000000-2000000,15.49
Mar,1,Traveller's Tales,LucasArts;Lucasfilm;Disney Interactive,0,0,825,140,196,294,200000-500000,15.49
May,1,Sigma Team Inc.,Sigma Team Inc.,0,0,995,84,169,169,200000-500000,3.99
May,1,Sigma Team Inc.,Sigma Team Inc.,0,0,410,73,137,137,100000-200000,3.99
Nov,1,Sigma Team Inc.,Sigma Team Inc.,0,0,291,85,247,247,100000-200000,7.19
Mar,1,Ubisoft Montreal,Ubisoft,0,0,14861,2639,1046,1323,1000000-2000000,8.59
Jun,1,Ubisoft Montreal,Ubisoft,0,0,511,263,328,328,200000-500000,8.59
Aug,1,Ubisoft Montpellier,Ubisoft,0,0,1356,750,358,399,200000-500000,8.59
Nov,1,Ascaron Entertainment ltd.,Kalypso Media Digital,0,0,289,86,149,149,100000-200000,3.99
Dec,1,Revolution Software Ltd,Revolution Software Ltd,0,0,432,51,1330,1428,200000-500000,4.99
Dec,1,Revolution Software Ltd,Revolution Software Ltd,0,0,181,167,9,9,100000-200000,4.99
Jul,1,Akella;.dat,Kalypso Media Digital,0,57,166,134,2486,2486,100000-200000,9.99
Jun,1,Zaratustra Productions,Zaratustra Productions,0,14,955,92,466,466,50000-100000,3.99
Jun,1,Bohemia Interactive,Bohemia Interactive,0,0,1728,357,752,1263,1000000-2000000,7.99
Jun,1,Bohemia Interactive,Bohemia Interactive,18,0,17683,1519,8488,1120,2000000-5000000,11.99
May,1,Obsidian Entertainment,SEGA,16,0,3113,785,267,214,500000-1000000,9.99
Feb,1,CREATIVE ASSEMBLY;Feral Interactive (Mac),SEGA;Feral Interactive (Mac),0,71,8540,907,1251,1534,2000000-5000000,0
Mar,1,Sumo Digital,SEGA,0,0,614,173,759,859,200000-500000,4.99
Aug,1,Haggard Games,1C Entertainment,0,0,260,42,2,2,100000-200000,4.99
Sep,1,Wargaming.net,Square Enix,0,0,270,98,319,589,200000-500000,5.99
Oct,1,City Interactive,CI Games,0,0,373,101,25,25,100000-200000,4.99
Jun,1,City Interactive,CI Games,0,24,2143,1728,113,123,1000000-2000000,5.99
Mar,1,City Interactive,CI Games,18,38,6775,2724,234,228,1000000-2000000,6.99
Jul,1,Invent4 Entertainment,Strategy First,0,13,10465,2981,257,276,200000-500000,0.79
Jul,1,Invent4 Entertainment,Strategy First,0,10,49,154,28,28,50000-100000,6.99
Sep,1,IO Interactive,Square Enix,0,0,1612,270,27,53,200000-500000,7.99
Sep,1,Crystal Dynamics,Square Enix,0,12,2506,237,42,57,500000-1000000,7.99
Mar,1,Rocksteady Studios;Feral Interactive (Mac),Warner Bros. Interactive Entertainment;Feral Interactive (Mac),0,47,20297,865,569,545,2000000-5000000,14.99
Sep,1,Tripwire Interactive,Tripwire Interactive,0,140,26922,2274,771,269,2000000-5000000,14.99
Oct,1,Teotl Studios,Tripwire Interactive,0,17,606,210,14,14,200000-500000,6.99
May,1,Power of 2,Tripwire Interactive,0,29,619,177,53,57,200000-500000,7.99
Jul,1,Frozenbyte,Frozenbyte,0,33,9448,407,314,304,1000000-2000000,9.99
Jun,1,Frozenbyte,Frozenbyte,0,97,16369,706,421,319,2000000-5000000,13.99
Aug,1,Sakari Indie,Sakari Indie,0,23,184,111,160,160,50000-100000,3.99
Dec,1,Ice-Pick Lodge,Ice-Pick Lodge,0,0,581,126,27,34,100000-200000,6.99
Aug,1,Wadjet Eye Games,PlayFirst,0,0,50,3,38,38,0-20000,7.49
Aug,1,Size Five Games,Size Five Games,0,0,494,118,10,10,200000-500000,2.99
Nov,1,Yullaby,Yullaby,0,40,33,9,49,49,0-20000,1.49
Sep,1,Vectorpark,Vectorpark,0,0,821,85,31,31,100000-200000,1.99
Sep,1,Gamerizon,Gamerizon,0,15,24,13,5,5,20000-50000,7.99
Dec,1,Spidermonk Entertainment,SouthPeak Games,0,0,273,66,4,4,50000-100000,0.79
Nov,1,Interplay Inc.,Bethesda Softworks,16,0,6983,643,93,49,1000000-2000000,7.99
Aug,1,Black Isle Studios,Bethesda Softworks,16,0,4758,321,86,77,1000000-2000000,7.99
Aug,1,14° East,Bethesda Softworks,16,0,847,210,16,14,500000-1000000,7.99
Sep,1,Subsoap,Subsoap,0,30,2147,207,266,262,200000-500000,6.99
Jan,1,Two Tribes,Two Tribes Publishing,0,38,1660,226,73,108,200000-500000,3.99
Dec,1,Two Tribes,Two Tribes Publishing,0,25,1069,117,53,56,200000-500000,3.99
Aug,1,Two Tribes,Two Tribes Publishing,0,47,1714,148,41,43,200000-500000,4.99
Jul,1,Virtual Heroes;Army Game Studio,NASA,0,0,9867,1166,54,46,1000000-2000000,0
Mar,1,Trion Worlds,Trion Worlds,0,0,6885,2326,4104,1997,2000000-5000000,0
Jul,1,Square Enix,Square Enix,12,36,11722,878,2443,2805,1000000-2000000,9.99
Dec,1,Square Enix,Square Enix,16,45,5323,682,2145,2470,500000-1000000,9.99
Apr,1,Gas Powered Games,Square Enix,0,0,1179,397,228,347,200000-500000,4.99
Aug,1,Gas Powered Games,Square Enix,0,0,813,343,754,1502,500000-1000000,4.99
Feb,1,Square Enix,Square Enix,16,0,9808,2107,28897,9324,1000000-2000000,9.99
Dec,1,Piranha Bytes,THQ Nordic,0,0,2962,728,1401,1652,500000-1000000,8.99
Jan,1,Piranha Bytes,THQ Nordic,0,0,3809,475,102,132,200000-500000,8.99
Sep,1,4HEAD Studios,THQ Nordic,0,0,175,75,28,39,100000-200000,8.99
Nov,1,Phenomic,THQ Nordic,0,0,694,149,2886,2886,100000-200000,8.99
Jun,1,4 Head Studios,THQ Nordic,0,0,385,196,1014,1018,500000-1000000,8.99
Jul,1,Rune Forge,THQ Nordic,0,0,1944,482,1556,1590,200000-500000,8.99
Oct,1,Spellbound Studios,THQ Nordic,0,0,735,763,398,571,200000-500000,17.99
Sep,1,DiezelPower,DiezelPower,0,145,2093,272,154,222,200000-500000,1.79
Mar,1,Gas Powered Games,Square Enix,0,47,5336,903,1834,2894,1000000-2000000,8.99
Oct,1,Piranha Bytes,Deep Silver,0,0,3848,585,994,650,500000-1000000,7.99
Sep,1,Animation Arts,Deep Silver,0,0,211,26,34,34,50000-100000,7.99
Nov,1,Techland,Deep Silver,0,0,859,217,135,210,100000-200000,3.99
Apr,1,Piranha Bytes,Deep Silver,0,49,2987,891,1278,1257,1000000-2000000,7.99
Oct,1,"Arcen Games, LLC","Arcen Games, LLC",0,322,1109,205,248,338,200000-500000,6.99
Oct,1,Amanita Design,Amanita Design,0,12,5437,264,165,241,500000-1000000,7.99
Dec,1,Amanita Design,Amanita Design,0,0,716,149,53,53,200000-500000,3.99
Apr,1,The Odd Gentlemen,2K,0,12,323,42,19,19,100000-200000,3.99
Oct,1,FireFly Studios,FireFly Studios,0,0,2992,199,473,665,1000000-2000000,3.49
Oct,1,FireFly Studios,FireFly Studios,0,0,4079,170,247,183,1000000-2000000,7.49
Sep,1,FireFly Studios,FireFly Studios,0,60,404,123,337,519,100000-200000,11.99
Aug,1,Illusion Softworks,2K,0,0,1727,180,32,32,200000-500000,7.99
Nov,1,Croteam,Devolver Digital,0,35,3950,269,277,271,1000000-2000000,10.99
Nov,1,Croteam,Devolver Digital,0,62,15574,1977,378,215,2000000-5000000,29.99
Oct,1,Konstantin Koshutin,KranX Productions,0,0,1051,514,256,254,200000-500000,3.99
Dec,1,Nimbly Games,Nimbly Games,0,52,1540,128,333,657,200000-500000,0
Oct,1,Runic Games,Runic Games,0,66,3825,317,1108,1144,1000000-2000000,10.99
Feb,1,GSC Game World,GSC Game World,0,0,10172,470,1969,3186,1000000-2000000,12.99
Apr,1,Ice-Pick Lodge,Ice-Pick Lodge;bitComposer Games;Viva Media;Nordic Games,0,52,260,72,540,540,50000-100000,6.99
Nov,1,Positech Games,Positech Games,0,0,505,168,272,333,500000-1000000,10.99
Dec,1,inXile Entertainment,inXile Entertainment,0,51,644,188,43,77,200000-500000,6.99
Apr,1,Fatshark,Fatshark,16,81,1471,545,112,128,500000-1000000,7.99
May,1,Fatshark,Fatshark,0,26,169,83,184,184,100000-200000,6.99
Jun,1,Fatshark,Fatshark,0,41,429,329,369,369,100000-200000,10.99
Jun,1,Dark Water Studios Ltd,Instinct Software Ltd.,0,29,232,152,63,63,200000-500000,1.99
Jun,1,Raven Software,Activision,18,0,2766,227,148,148,100000-200000,14.99
Nov,1,Treyarch,Activision,18,68,14201,1839,2672,517,2000000-5000000,29.99
Nov,1,Crystal Empire Games,Paradox Interactive,0,0,59,25,44,44,20000-50000,7.99
Jan,1,Arrowhead Game Studios,Paradox Interactive,0,88,20912,1964,589,369,2000000-5000000,7.99
Aug,1,Paradox Development Studio,Paradox Interactive,0,0,4743,632,2580,4888,500000-1000000,14.99
Aug,1,Paradox Development Studio,Paradox Interactive,0,0,88,41,17,17,100000-200000,7.99
Nov,1,Kerberos Productions,Paradox Interactive,0,14,335,448,38,74,100000-200000,14.99
Oct,1,Double Helix Games,Square Enix,0,27,481,310,312,312,200000-500000,7.99
Oct,1,Blue Fang,HandyGames,0,0,115,30,115,115,50000-100000,4.99
Oct,1,KTX Software,Signo & Arte,0,28,507,81,285,333,50000-100000,5.99
May,1,Codemasters Racing;Feral Interactive (Mac),Codemasters;Feral Interactive (Mac),0,60,11953,3009,340,243,1000000-2000000,19.98
Sep,1,Codemasters Birmingham,Codemasters,0,0,232,108,3,3,100000-200000,9.99
Nov,1,SimBin Studios AB,RaceRoom Entertainment AG;SimBin,0,0,11,1,1,1,0-20000,8.99
Feb,1,Artery Games,Artery Games,0,22,1342,265,176,176,100000-200000,3.99
Jan,1,Gaijin Entertainment,Gaijin Entertainment,0,45,314,148,1154,1154,100000-200000,6.99
Apr,1,Nemesys Games,Nemesys Games,0,12,802,69,287,287,100000-200000,0.99
May,1,Nemesys Games,Nemesys Games,0,26,462,45,487,487,100000-200000,1.59
Dec,1,Capcom,Capcom,0,0,1620,144,789,946,200000-500000,15.99
Jan,1,Airtight Games,Capcom,0,0,218,230,143,143,50000-100000,6.49
Feb,1,"CAPCOM CO., LTD.",Capcom,0,0,134,95,65,109,50000-100000,12.99
Sep,1,Capcom Vancouver,Capcom,18,50,2713,934,1108,993,500000-1000000,14.99
Oct,1,"CAPCOM CO., LTD.",Capcom,0,0,998,504,879,879,100000-200000,12.99
Aug,1,Capcom,Capcom,0,67,8247,1141,835,1056,500000-1000000,22.99
Oct,1,Capcom Vancouver,Capcom,18,50,1387,376,435,621,200000-500000,14.99
Mar,1,Elite Games Team,1C Entertainment,0,0,312,89,422,422,100000-200000,3.99
Jan,1,Headup Games;Clockstone,Headup Games,0,0,106,153,28,28,100000-200000,3.99
Mar,1,ClockStone Studios,Meridian4,0,0,348,175,56,56,200000-500000,6.99
Jul,1,Radon Labs,Radon Labs,0,0,84,204,3,3,50000-100000,3.99
Oct,1,Silent Dreams,Headup,0,10,217,140,20,20,100000-200000,6.99
Jun,1,Microids,Microids,0,0,431,98,13,13,100000-200000,5.59
May,1,Microids,Microids,0,0,2092,260,293,387,500000-1000000,9.99
May,1,Microids,Microids,0,0,862,156,227,227,500000-1000000,9.99
Sep,1,Octane Games;Meridian4,Meridian4,0,40,167,119,101,101,100000-200000,6.99
Jul,1,Headup Games / Crenetic,Headup Games,0,0,258,410,142,157,100000-200000,3.99
Nov,1,Silent Dreams,Headup,0,13,103,87,105,105,50000-100000,6.99
Apr,1,Ntronium Games,Iceberg Interactive,0,0,14,12,399,399,0-20000,10.99
May,1,FireFly Studios,FireFly Studios,0,0,971,2385,506,758,500000-1000000,0
Feb,1,FireFly Studios,FireFly Studios,0,0,4886,2609,329,421,1000000-2000000,0
Mar,1,EA Los Angeles,Electronic Arts,0,0,378,1712,160,267,200000-500000,9.99
Jan,1,Visceral Games,Electronic Arts,0,0,8943,493,292,272,1000000-2000000,14.99
Oct,1,Electronic Arts,Electronic Arts,0,0,3209,1370,133,166,1000000-2000000,14.99
Mar,1,Stainless Games,Electronic Arts,0,12,405,214,979,1754,50000-100000,7.99
Oct,1,BioWare,Electronic Arts,0,0,8808,726,686,464,1000000-2000000,19.99
Dec,1,Criterion Games,Electronic Arts,0,0,11405,2775,467,415,1000000-2000000,14.99
Jan,1,The Sims Studio,Electronic Arts,0,0,11679,2493,4730,499,2000000-5000000,24.99
Aug,1,Playdead,Playdead,0,13,30321,1994,117,127,2000000-5000000,6.99
Mar,1,Ubisoft Romania,Ubisoft,0,0,516,752,1520,1520,100000-200000,25.99
Mar,1,Ubisoft Montreal,Ubisoft,18,0,6676,929,600,471,500000-1000000,12.49
Nov,1,Blue Byte;Related Designs,Ubisoft,0,0,5653,3686,879,846,500000-1000000,16.99
Mar,1,TaleWorlds Entertainment,TaleWorlds Entertainment,0,80,75872,2213,7932,1884,2000000-5000000,14.99
May,1,TaleWorlds Entertainment,TaleWorlds Entertainment,0,21,6236,1055,723,713,1000000-2000000,7.99
Dec,1,Vanguard Games,Vanguard Entertainment Group,0,13,399,68,38,49,200000-500000,6.99
Jun,1,Stainless Games Ltd,Wizards of the Coast LLC,0,26,705,95,935,935,200000-500000,0
Sep,1,Gearbox Software;Aspyr (Mac);Aspyr (Linux),2K;Aspyr (Mac);Aspyr (Linux),18,69,144595,11021,3276,1139,5000000-10000000,19.99
Apr,1,Cold Beam Games,Cold Beam Games,0,63,6296,328,437,633,500000-1000000,6.99
May,1,Muse Games,Muse Games,0,0,95,148,22,22,50000-100000,3.99
Oct,1,Noumenon Games,Noumenon Games,0,18,179,10,1,1,50000-100000,5.99
Mar,1,2K Czech;Feral Interactive (Mac),2K;Feral Interactive (Mac),18,67,31445,1855,1029,988,2000000-5000000,19.99
Jun,1,YAGER,2K;Missing Link Games,18,50,32361,2613,293,301,2000000-5000000,19.99
Aug,1,doublesix,P2 Games,0,15,65,93,3,3,50000-100000,6.99
Apr,1,Blendo Games,Blendo Games,0,0,166,25,130,257,100000-200000,6.99
Mar,1,Blendo Games,Blendo Games,0,41,1397,180,72,101,200000-500000,6.99
Mar,1,Kaos Studios;Digital Extremes,Deep Silver,0,47,5506,3685,1772,126,2000000-5000000,14.99
Jun,1,Volition,THQ Nordic,18,58,2674,1005,307,436,1000000-2000000,14.99
Nov,1,Double Helix Games;Rainbow Studios;THQ Nordic,THQ Nordic,0,48,1599,359,1024,1024,200000-500000,14.99
Sep,1,Relic,SEGA,18,60,9847,998,712,537,2000000-5000000,19.99
Nov,1,Volition,Deep Silver,18,83,44810,1877,1848,1033,2000000-5000000,6.99
Jun,1,Doctor Entertainment AB,Doctor Entertainment AB,0,25,412,41,8,8,100000-200000,1.99
Sep,1,Frictional Games,Frictional Games,0,18,20222,1199,173,41,2000000-5000000,14.99
Sep,1,Revolution Software Ltd,Revolution Software Ltd,0,0,1131,108,1177,1177,200000-500000,4.99
Feb,1,Realmforge Studios,Kalypso Media Digital,0,0,214,266,112,112,200000-500000,6.99
May,1,Haemimont Games,Kalypso Media Digital,0,50,473,208,36,36,100000-200000,6.99
Sep,1,Haemimont Games,Kalypso Media Digital,0,70,8740,827,518,268,2000000-5000000,12.49
Jan,1,Mediatonic,Kalypso Media Digital,0,12,98,42,25,25,20000-50000,3.99
Feb,1,Coreplay GmbH;Bigmoon Studios,THQ Nordic,0,60,730,345,185,244,200000-500000,14.99
Oct,1,Stickmen Studios,Stickmen Studios,0,12,79,92,11,16,50000-100000,2.99
Jun,1,Gearbox Software,2K,18,62,4433,2243,434,472,1000000-2000000,14.99
Jun,1,Brawsome,Brawsome,0,16,249,31,3,3,100000-200000,6.99
Apr,1,Brawsome,Brawsome,0,15,81,16,229,229,20000-50000,6.99
Jul,1,Binary Takeover,Binary Takeover,0,21,46,83,14,14,50000-100000,3.49
Oct,1,Cyanide Studios,Focus Home Interactive,0,0,675,228,284,380,200000-500000,7.99
Sep,1,Cyanide Studios,Focus Home Interactive;1C-SoftClub,0,75,201,420,8,8,100000-200000,6.99
Apr,1,Pendulo Studios,Focus Home Interactive;1C-SoftClub,0,0,352,59,1,1,100000-200000,6.99
Feb,1,Eugen Systems,Eugen Systems,0,29,1892,574,11,11,500000-1000000,7.99
Oct,1,Source Studio Ltd.,Source Studio Ltd.,0,33,30,22,33,33,50000-100000,0
Jul,1,YeaBoing,YeaBoing,0,11,171,53,127,127,50000-100000,4.99
Nov,1,Cipher Prime Studios,Cipher Prime Studios,0,0,140,44,30,45,100000-200000,4.99
Oct,1,Triumph Studios,Paradox Interactive,0,0,334,98,161,254,100000-200000,3.99
Oct,1,Triumph Studios,Paradox Interactive,0,0,225,35,151,151,100000-200000,6.99
Nov,1,Secret Exit Ltd.,Secret Exit Ltd.,0,11,432,65,133,133,200000-500000,3.99
Sep,1,Capybara Games,Ubisoft,0,14,1293,157,1595,1595,200000-500000,8.59
Sep,1,Capybara Games,Capybara Games,0,14,256,14,137,137,50000-100000,4.99
Nov,1,Firemint,Firemint,0,16,406,36,85,85,50000-100000,2.99
Sep,1,Zoë Mode,OneBigGame,0,15,564,39,707,1382,100000-200000,3.99
Apr,1,Big Sandwich Games,Big Sandwich Games,0,129,673,168,31,31,200000-500000,6.99
Aug,1,bitComposer Games,Viva Media,0,0,139,59,12,12,20000-50000,7.19
Jan,1,Uber Entertainment,Uber Entertainment,0,51,720,205,101,101,200000-500000,3.99
Dec,1,Ronimo Games,Ronimo Games,0,25,572,160,132,227,100000-200000,6.99
Nov,1,Gaijin Games,Gaijin Games,0,26,616,140,78,141,200000-500000,6.99
Feb,1,Gaijin Games,Gaijin Games,0,26,3058,490,149,202,500000-1000000,6.99
Sep,1,Lunar Giant,Lunar Giant Studios,0,50,225,159,241,241,50000-100000,3.99
